"lat","long"
"45.86959999999999","-119.688"
"39.048100000000005","-77.4728"
"37.41919999999999","-122.0574"
"37.41919999999999","-122.0574"
"42.362599999999986","-71.0843"
"37.41919999999999","-122.0574"
"37.41919999999999","-122.0574"
"37.41919999999999","-122.0574"
"12.983300000000014","77.58330000000001"
"51.766699999999986","-0.16669999999999163"
"16.933300000000003","82.2167"
"45.86959999999999","-119.688"
"62.47229999999999","6.154899999999998"
"20.0","77.0"
"51.7303","36.19390000000001"
"40.791799999999995","-74.2452"
"37.41919999999999","-122.0574"
"38.90360000000001","-77.4512"
"22.283299999999997","114.14999999999998"
"20.0","77.0"
"40.83260000000001","-74.1307"
"45.86959999999999","-119.688"
"52.349999999999994","4.916699999999992"
"37.751000000000005","-97.822"
"39.048100000000005","-77.4728"
"39.048100000000005","-77.4728"
"48.85820000000001","2.3386999999999887"
"45.86959999999999","-119.688"
"37.751000000000005","-97.822"
"51.29929999999999","9.491000000000014"
"20.0","77.0"
"37.41919999999999","-122.0574"
"37.41919999999999","-122.0574"
"37.41919999999999","-122.0574"
"51.496399999999994","-0.12239999999999895"
"42.362599999999986","-71.0843"
"45.46430000000001","9.18950000000001"
"37.83420000000001","-122.28970000000001"
"42.362599999999986","-71.0843"
"50.05000000000001","15.783299999999997"
"42.362599999999986","-71.0843"
"32.82660000000001","-96.7467"
"20.0","77.0"
"25.047799999999995","121.53179999999998"
"37.41919999999999","-122.0574"
"52.0333","8.533299999999997"
"22.283299999999997","114.14999999999998"
"20.0","77.0"
"20.0","77.0"
"37.41919999999999","-122.0574"
"37.41919999999999","-122.0574"
"42.362599999999986","-71.0843"
"50.44999999999999","30.523300000000006"
"37.751000000000005","-97.822"
"13.083300000000008","80.2833"
"40.72139999999999","-74.0052"
"42.362599999999986","-71.0843"
"37.983300000000014","23.733300000000014"
"48.9409","8.407600000000002"
"40.83260000000001","-74.1307"
"-18.91669999999999","47.516699999999986"
"51.496399999999994","-0.12239999999999895"
"20.0","77.0"
"12.983300000000014","77.58330000000001"
"17.37530000000001","78.4744"
"12.983300000000014","77.58330000000001"
"47.0","8.0"
"37.41919999999999","-122.0574"
"37.41919999999999","-122.0574"
"39.048100000000005","-77.4728"
"45.86959999999999","-119.688"
"37.41919999999999","-122.0574"
"52.38239999999999","4.899499999999989"
"43.63290000000001","6.9990999999999985"
"37.41919999999999","-122.0574"
"51.713600000000014","8.755400000000009"
"45.86959999999999","-119.688"
"12.983300000000014","77.58330000000001"
"37.41919999999999","-122.0574"
"37.41919999999999","-122.0574"
"40.791799999999995","-74.2452"
"51.496399999999994","-0.12239999999999895"
"45.86959999999999","-119.688"
"42.362599999999986","-71.0843"
"56.94999999999999","24.099999999999994"
"52.349999999999994","4.916699999999992"
